concepts_name,primary_part,parts,paper_ids,supporting_titles,supporting_urls,canonical_urls,paper_row_count,verified_true_paper_rows,verification_statuses,citation_count_agg,definition,what_count,what_do_not_count,concept_text,evidence_texts,definition_variant_count,what_count_variant_count,what_not_variant_count,I_def,I_count,I_not,I_obs,A,P,label_similarity_indicator,label_similarity_ideation,label_similarity_attempt,label_similarity_behaviour,L,closest_label,V,E,evidence_preview,Q,decision,final_rank,part_rank
adverse_childhood_experience_load,Developmental and contextual vulnerability,Developmental and contextual vulnerability,S19_ACE_2001,"Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span",https://pubmed.ncbi.nlm.nih.gov/11754674/,https://pubmed.ncbi.nlm.nih.gov/11754674/,1,,not_audited,"~2284 OpenAlex, checked 2026-06-11",Cumulative childhood adversity burden creating long-term vulnerability.,"Multiple adverse childhood experiences, unsafe upbringing, abuse, neglect, parental violence, incarceration, household substance use or mental illness.","A single ordinary childhood difficulty without threat, neglect, violence, or household dysfunction.","adverse_childhood_experience_load. Definition: Cumulative childhood adversity burden creating long-term vulnerability. What counts: Multiple adverse childhood experiences, unsafe upbringing, abuse, neglect, parental violence, incarceration, household substance use or mental illness. What does not count: A single ordinary childhood difficulty without threat, neglect, violence, or household dysfunction.","Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span | JAMA (2001) | Adverse Childhood Experiences | distal vulnerability | Background vulnerabilities and life-context factors that shape sensitivity to later stress, separated from acute crisis state.",1,1,1,,,,,,,,,,,,,,,"Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span | JAMA (2001) | Adverse Childhood Experiences | distal vulnerability | Background vulnerabilities and life-context factors that shape sensitivity to later stress, separated from acute crisis state.",,no_audit_include,1,1
entrapment_no_escape,"Cognitive appraisal, hopelessness, and control","Cognitive appraisal, hopelessness, and control",S05_CRY_PAIN_2009,Elaborating the cry of pain model of suicidality,https://pubmed.ncbi.nlm.nih.gov/19302734/,https://pubmed.ncbi.nlm.nih.gov/19302734/,1,,not_audited,"~159 OpenAlex, mechanism-source exception, checked 2026-06-11",Perception of being trapped in an intolerable situation with no acceptable exit.,"No way out, trapped forever, stuck in my mind/life, cannot escape this situation.","Being busy, obligated, or physically stuck briefly without intolerable no-exit meaning.","entrapment_no_escape. Definition: Perception of being trapped in an intolerable situation with no acceptable exit. What counts: No way out, trapped forever, stuck in my mind/life, cannot escape this situation. What does not count: Being busy, obligated, or physically stuck briefly without intolerable no-exit meaning.","Elaborating the cry of pain model of suicidality | British Journal of Clinical Psychology (2009) | Cry of Pain model | cognitive mechanism | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",1,1,1,,,,,,,,,,,,,,,"Elaborating the cry of pain model of suicidality | British Journal of Clinical Psychology (2009) | Cry of Pain model | cognitive mechanism | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",,no_audit_include,52,3
no_rescue_expectancy,"Cognitive appraisal, hopelessness, and control","Cognitive appraisal, hopelessness, and control",S05_CRY_PAIN_2009,Elaborating the cry of pain model of suicidality,https://pubmed.ncbi.nlm.nih.gov/19302734/,https://pubmed.ncbi.nlm.nih.gov/19302734/,1,,not_audited,"~159 OpenAlex, mechanism-source exception, checked 2026-06-11","Belief that help, rescue, or relief from others will not arrive.","Nobody can help, no one is coming, therapy cannot save me, support is impossible.",Not wanting help right now or not knowing whom to ask.,"no_rescue_expectancy. Definition: Belief that help, rescue, or relief from others will not arrive. What counts: Nobody can help, no one is coming, therapy cannot save me, support is impossible. What does not count: Not wanting help right now or not knowing whom to ask.","Elaborating the cry of pain model of suicidality | British Journal of Clinical Psychology (2009) | Cry of Pain model | cognitive mechanism | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",1,1,1,,,,,,,,,,,,,,,"Elaborating the cry of pain model of suicidality | British Journal of Clinical Psychology (2009) | Cry of Pain model | cognitive mechanism | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",,no_audit_include,53,4
perceived_unsolvability,"Cognitive appraisal, hopelessness, and control","Cognitive appraisal, hopelessness, and control",S08_COG_MODEL_2008,A cognitive model of suicidal behavior: Theory and treatment,https://www.semanticscholar.org/paper/A-cognitive-model-of-suicidal-behavior%3A-Theory-and-Wenzel-Beck/0ca5b31f39e453225c41ecf429a8f8f4c59b3db6,https://www.semanticscholar.org/paper/A-cognitive-model-of-suicidal-behavior%3A-Theory-and-Wenzel-Beck/0ca5b31f39e453225c41ecf429a8f8f4c59b3db6,1,,not_audited,"~478 OpenAlex, checked 2026-06-11",Belief that current problems cannot be solved by any action.,"Nothing can fix this, impossible problem, no solution exists, every route is closed.",Problem is hard or expensive but has known possible solutions.,"perceived_unsolvability. Definition: Belief that current problems cannot be solved by any action. What counts: Nothing can fix this, impossible problem, no solution exists, every route is closed. What does not count: Problem is hard or expensive but has known possible solutions.","A cognitive model of suicidal behavior: Theory and treatment | Applied and Preventive Psychology (2008) | Cognitive model / suicide mode | cognitive mechanism | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",1,1,1,,,,,,,,,,,,,,,"A cognitive model of suicidal behavior: Theory and treatment | Applied and Preventive Psychology (2008) | Cognitive model / suicide mode | cognitive mechanism | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",,no_audit_include,54,5
cognitive_rigidity_under_stress,"Cognitive appraisal, hopelessness, and control","Cognitive appraisal, hopelessness, and control",S08_COG_MODEL_2008,A cognitive model of suicidal behavior: Theory and treatment,https://www.semanticscholar.org/paper/A-cognitive-model-of-suicidal-behavior%3A-Theory-and-Wenzel-Beck/0ca5b31f39e453225c41ecf429a8f8f4c59b3db6,https://www.semanticscholar.org/paper/A-cognitive-model-of-suicidal-behavior%3A-Theory-and-Wenzel-Beck/0ca5b31f39e453225c41ecf429a8f8f4c59b3db6,1,,not_audited,"~478 OpenAlex, checked 2026-06-11","Rigid, inflexible thinking when distressed.","Cannot see alternatives, only one possible outcome, black-and-white appraisal, mentally stuck.",Strong preference or firm opinion with flexibility.,"cognitive_rigidity_under_stress. Definition: Rigid, inflexible thinking when distressed. What counts: Cannot see alternatives, only one possible outcome, black-and-white appraisal, mentally stuck. What does not count: Strong preference or firm opinion with flexibility.","A cognitive model of suicidal behavior: Theory and treatment | Applied and Preventive Psychology (2008) | Cognitive model / suicide mode | cognitive process | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",1,1,1,,,,,,,,,,,,,,,"A cognitive model of suicidal behavior: Theory and treatment | Applied and Preventive Psychology (2008) | Cognitive model / suicide mode | cognitive process | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",,no_audit_include,55,6
rumination_perseveration,"Cognitive appraisal, hopelessness, and control","Cognitive appraisal, hopelessness, and control",S08_COG_MODEL_2008,A cognitive model of suicidal behavior: Theory and treatment,https://www.semanticscholar.org/paper/A-cognitive-model-of-suicidal-behavior%3A-Theory-and-Wenzel-Beck/0ca5b31f39e453225c41ecf429a8f8f4c59b3db6,https://www.semanticscholar.org/paper/A-cognitive-model-of-suicidal-behavior%3A-Theory-and-Wenzel-Beck/0ca5b31f39e453225c41ecf429a8f8f4c59b3db6,1,,not_audited,"~478 OpenAlex, checked 2026-06-11","Repetitive, uncontrollable negative thinking.","Looping thoughts, cannot stop replaying, ruminating for hours/days, mind stuck on same pain.","Planning, analysis, or reflection that leads to action.","rumination_perseveration. Definition: Repetitive, uncontrollable negative thinking. What counts: Looping thoughts, cannot stop replaying, ruminating for hours/days, mind stuck on same pain. What does not count: Planning, analysis, or reflection that leads to action.","A cognitive model of suicidal behavior: Theory and treatment | Applied and Preventive Psychology (2008) | Cognitive model / suicide mode | cognitive process | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",1,1,1,,,,,,,,,,,,,,,"A cognitive model of suicidal behavior: Theory and treatment | Applied and Preventive Psychology (2008) | Cognitive model / suicide mode | cognitive process | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",,no_audit_include,56,7
loss_of_cognitive_control,"Cognitive appraisal, hopelessness, and control","Cognitive appraisal, hopelessness, and control",S11_SCS_2020,The Suicide Crisis Syndrome: A review of supporting evidence,https://pubmed.ncbi.nlm.nih.gov/?term=suicide+crisis+syndrome+entrapment+affective+disturbance+loss+of+cognitive+control,https://pubmed.ncbi.nlm.nih.gov/?term=suicide+crisis+syndrome+entrapment+affective+disturbance+loss+of+cognitive+control,1,,not_audited,"~150 OpenAlex, clinical-syndrome source exception, checked 2026-06-11","Feeling unable to control thoughts, attention, or mental state during crisis.","Mind out of control, thoughts racing into crisis, cannot control mental spiral, cognitive flooding.",Ordinary distraction or multitasking difficulty.,"loss_of_cognitive_control. Definition: Feeling unable to control thoughts, attention, or mental state during crisis. What counts: Mind out of control, thoughts racing into crisis, cannot control mental spiral, cognitive flooding. What does not count: Ordinary distraction or multitasking difficulty.","The Suicide Crisis Syndrome: A review of supporting evidence | Psychiatric Annals / review literature (2020) | Suicide Crisis Syndrome / Narrative Crisis Model | acute cognitive state | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",1,1,1,,,,,,,,,,,,,,,"The Suicide Crisis Syndrome: A review of supporting evidence | Psychiatric Annals / review literature (2020) | Suicide Crisis Syndrome / Narrative Crisis Model | acute cognitive state | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",,no_audit_include,57,8
attentional_fixation_on_crisis,"Cognitive appraisal, hopelessness, and control","Cognitive appraisal, hopelessness, and control",S08_COG_MODEL_2008,A cognitive model of suicidal behavior: Theory and treatment,https://www.semanticscholar.org/paper/A-cognitive-model-of-suicidal-behavior%3A-Theory-and-Wenzel-Beck/0ca5b31f39e453225c41ecf429a8f8f4c59b3db6,https://www.semanticscholar.org/paper/A-cognitive-model-of-suicidal-behavior%3A-Theory-and-Wenzel-Beck/0ca5b31f39e453225c41ecf429a8f8f4c59b3db6,1,,not_audited,"~478 OpenAlex, checked 2026-06-11","Attention repeatedly locked onto crisis cues, losses, or threat.","Cannot stop looking/thinking about trigger, obsessive checking, fixation on failure/rejection.",Brief concern or normal problem focus that can shift when needed.,"attentional_fixation_on_crisis. Definition: Attention repeatedly locked onto crisis cues, losses, or threat. What counts: Cannot stop looking/thinking about trigger, obsessive checking, fixation on failure/rejection. What does not count: Brief concern or normal problem focus that can shift when needed.","A cognitive model of suicidal behavior: Theory and treatment | Applied and Preventive Psychology (2008) | Cognitive model / suicide mode | cognitive process | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",1,1,1,,,,,,,,,,,,,,,"A cognitive model of suicidal behavior: Theory and treatment | Applied and Preventive Psychology (2008) | Cognitive model / suicide mode | cognitive process | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",,no_audit_include,58,9
problem_solving_deficit,"Cognitive appraisal, hopelessness, and control","Cognitive appraisal, hopelessness, and control",S08_COG_MODEL_2008,A cognitive model of suicidal behavior: Theory and treatment,https://www.semanticscholar.org/paper/A-cognitive-model-of-suicidal-behavior%3A-Theory-and-Wenzel-Beck/0ca5b31f39e453225c41ecf429a8f8f4c59b3db6,https://www.semanticscholar.org/paper/A-cognitive-model-of-suicidal-behavior%3A-Theory-and-Wenzel-Beck/0ca5b31f39e453225c41ecf429a8f8f4c59b3db6,1,,not_audited,"~478 OpenAlex, checked 2026-06-11",Difficulty generating or using practical solutions under distress.,"No idea what to do, every option fails, cannot solve basic problems, overwhelmed by choices.",Asking for advice on a normal practical issue.,"problem_solving_deficit. Definition: Difficulty generating or using practical solutions under distress. What counts: No idea what to do, every option fails, cannot solve basic problems, overwhelmed by choices. What does not count: Asking for advice on a normal practical issue.","A cognitive model of suicidal behavior: Theory and treatment | Applied and Preventive Psychology (2008) | Cognitive model / suicide mode | cognitive process | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",1,1,1,,,,,,,,,,,,,,,"A cognitive model of suicidal behavior: Theory and treatment | Applied and Preventive Psychology (2008) | Cognitive model / suicide mode | cognitive process | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",,no_audit_include,59,10
frustrative_nonreward,"Cognitive appraisal, hopelessness, and control","Cognitive appraisal, hopelessness, and control",S35_RDOC_NVS,RDoC Negative Valence Systems,https://www.nimh.nih.gov/research/research-funded-by-nimh/rdoc/constructs/negative-valence-systems,https://www.nimh.nih.gov/research/research-funded-by-nimh/rdoc/constructs/negative-valence-systems,1,,not_audited,research framework; citation count not applicable,"Distress from blocked goals, nonreward, or repeated thwarting of desired outcomes.","Trying and failing repeatedly, blocked from goal, no reward despite effort, intense frustration from thwarted hopes.",Ordinary inconvenience or mild disappointment.,"frustrative_nonreward. Definition: Distress from blocked goals, nonreward, or repeated thwarting of desired outcomes. What counts: Trying and failing repeatedly, blocked from goal, no reward despite effort, intense frustration from thwarted hopes. What does not count: Ordinary inconvenience or mild disappointment.","RDoC Negative Valence Systems | NIMH RDoC (current) | RDoC Negative Valence Systems | cognitive-affective process | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",1,1,1,,,,,,,,,,,,,,,"RDoC Negative Valence Systems | NIMH RDoC (current) | RDoC Negative Valence Systems | cognitive-affective process | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",,no_audit_include,60,11
catastrophizing_appraisal,"Cognitive appraisal, hopelessness, and control","Cognitive appraisal, hopelessness, and control",S08_COG_MODEL_2008,A cognitive model of suicidal behavior: Theory and treatment,https://www.semanticscholar.org/paper/A-cognitive-model-of-suicidal-behavior%3A-Theory-and-Wenzel-Beck/0ca5b31f39e453225c41ecf429a8f8f4c59b3db6,https://www.semanticscholar.org/paper/A-cognitive-model-of-suicidal-behavior%3A-Theory-and-Wenzel-Beck/0ca5b31f39e453225c41ecf429a8f8f4c59b3db6,1,,not_audited,"~478 OpenAlex, checked 2026-06-11",Appraisal that current events will lead to worst-case or intolerable outcomes.,"Everything is ruined, this will destroy my life, worst possible outcome is inevitable.",Realistic risk assessment or practical concern.,"catastrophizing_appraisal. Definition: Appraisal that current events will lead to worst-case or intolerable outcomes. What counts: Everything is ruined, this will destroy my life, worst possible outcome is inevitable. What does not count: Realistic risk assessment or practical concern.","A cognitive model of suicidal behavior: Theory and treatment | Applied and Preventive Psychology (2008) | Cognitive model / suicide mode | cognitive process | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",1,1,1,,,,,,,,,,,,,,,"A cognitive model of suicidal behavior: Theory and treatment | Applied and Preventive Psychology (2008) | Cognitive model / suicide mode | cognitive process | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",,no_audit_include,61,12
